"Issue Key"|"Summary"|"Author"|"Created"|"Field Type"|"Field"|"From"|"From String"|"To"|"To String"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:35:12.598-0500"|"custom"|"Temática de incidencia"|""|""|"10613"|"DDP - PROFESORES_360"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"jeison.guarin"|"2024-08-01T10:33:04.135-0500"|"custom"|"Tipo de incidencia"|"10592"|"Errores en fuente de datos"|"10603"|"Errores en modelo de datos"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"jeison.guarin"|"2024-08-01T10:33:01.742-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"Errores en fuente de datos"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"jeison.guarin"|"2024-08-01T10:32:41.403-0500"|"custom"|"Fase del modelo impactado"|""|""|"10594"|"Fase 2"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-07-16T12:40:30.102-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-07-16T12:40:30.102-0500"|"jira"|"status"|"10436"|"TESTING"|"10395"|"Done"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Consultor BM"|"2024-07-15T17:27:39.707-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Consultor BM"|"2024-07-15T17:27:37.080-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:45:40.315-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:36:50.186-0500"|"jira"|"description"|""|"Estimados,

Se encontraron inconsistencias con el número de sesión de curso que sale en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360, pues estos no coinciden con el origen en siga. Esto también sucede con la tabla FCT_PLAN_FORMACION, la cual se toma como origen de la del 360.

Se hizo prueba con dos profesores con dos cursos en específicos para mostrar en las imágenes a continuación:

* Con profesor ID 0000000006

-Curso ID 001744. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-171846.png|width=1124,height=138,alt=""image-20240605-171846.png""!

En siga aparece dos (2) sesiones y con ID 30 y ID 3

!image-20240605-171926.png|width=946,height=569,alt=""image-20240605-171926.png""!

-Curso ID 001570. Aquí aparece en 3 sesiones.

!image-20240605-172321.png|width=50%,alt=""image-20240605-172321.png""!

en siga solo estuvo en una (1) sesión.

!image-20240605-172401.png|width=846,height=378,alt=""image-20240605-172401.png""!

* Con profesor ID 0000013080

-Curso ID 002208. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-173021.png|width=1176,height=162,alt=""image-20240605-173021.png""!

En siga aparece dos (2) sesiones y con ID 22 y ID 18

!image-20240605-173049.png|width=1002,height=526,alt=""image-20240605-173049.png""!

-Curso ID 001744. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-173411.png|width=1097,height=82,alt=""image-20240605-173411.png""!

En siga aparece dos (2) sesiones y con ID 18 y ID 1

!image-20240605-173444.png|width=898,height=528,alt=""image-20240605-173444.png""!

Quedamos atentos

¡Gracias!"|""|"Estimados,

Se encontraron inconsistencias con el número de sesión de curso que sale en *STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360*, pues estos no coinciden con el origen en siga. Esto *también* sucede con la tabla *FCT_PLAN_FORMACION*, la cual se toma como origen de la del 360.

Se hizo prueba con dos profesores con dos cursos en específicos para mostrar en las imágenes a continuación:

* Con profesor ID 0000000006

-Curso ID 001744. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-171846.png|width=1124,height=138,alt=""image-20240605-171846.png""!

En siga aparece dos (2) sesiones y con ID 30 y ID 3

!image-20240605-171926.png|width=946,height=569,alt=""image-20240605-171926.png""!

-Curso ID 001570. Aquí aparece en 3 sesiones.

!image-20240605-172321.png|width=50%,alt=""image-20240605-172321.png""!

en siga solo estuvo en una (1) sesión.

!image-20240605-172401.png|width=846,height=378,alt=""image-20240605-172401.png""!

* Con profesor ID 0000013080

-Curso ID 002208. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-173021.png|width=1176,height=162,alt=""image-20240605-173021.png""!

En siga aparece dos (2) sesiones y con ID 22 y ID 18

!image-20240605-173049.png|width=1002,height=526,alt=""image-20240605-173049.png""!

-Curso ID 001744. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-173411.png|width=1097,height=82,alt=""image-20240605-173411.png""!

En siga aparece dos (2) sesiones y con ID 18 y ID 1

!image-20240605-173444.png|width=898,height=528,alt=""image-20240605-173444.png""!

Quedamos atentos

¡Gracias!"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:36:17.165-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:34:50.677-0500"|"jira"|"description"|""|""|""|"Estimados,

Se encontraron inconsistencias con el número de sesión de curso que sale en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360, pues estos no coinciden con el origen en siga. Esto también sucede con la tabla FCT_PLAN_FORMACION, la cual se toma como origen de la del 360.

Se hizo prueba con dos profesores con dos cursos en específicos para mostrar en las imágenes a continuación:

* Con profesor ID 0000000006

-Curso ID 001744. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-171846.png|width=1124,height=138,alt=""image-20240605-171846.png""!

En siga aparece dos (2) sesiones y con ID 30 y ID 3

!image-20240605-171926.png|width=946,height=569,alt=""image-20240605-171926.png""!

-Curso ID 001570. Aquí aparece en 3 sesiones.

!image-20240605-172321.png|width=50%,alt=""image-20240605-172321.png""!

en siga solo estuvo en una (1) sesión.

!image-20240605-172401.png|width=846,height=378,alt=""image-20240605-172401.png""!

* Con profesor ID 0000013080

-Curso ID 002208. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-173021.png|width=1176,height=162,alt=""image-20240605-173021.png""!

En siga aparece dos (2) sesiones y con ID 22 y ID 18

!image-20240605-173049.png|width=1002,height=526,alt=""image-20240605-173049.png""!

-Curso ID 001744. Aquí aparece que estuvo en dos (2) sesiones con ID 1 ambos.

!image-20240605-173411.png|width=1097,height=82,alt=""image-20240605-173411.png""!

En siga aparece dos (2) sesiones y con ID 18 y ID 1

!image-20240605-173444.png|width=898,height=528,alt=""image-20240605-173444.png""!

Quedamos atentos

¡Gracias!"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:34:43.128-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Automation for Jira"|"2024-06-05T12:13:09.926-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:13:08.328-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:13:00.133-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Sebastián Alfonso Aguilar"|"2024-09-02T12:08:47.238-0500"|"custom"|"Tipología de casos"|""|""|"10619"|"REQUERIMIENTO"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:34:51.590-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|"10613"|"DDP - PROFESORES_360"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"jeison.guarin"|"2024-08-01T10:31:18.553-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Sebastián Alfonso Aguilar"|"2024-06-24T12:34:28.194-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Sebastián Alfonso Aguilar"|"2024-06-24T12:34:28.194-0500"|"jira"|"status"|"10394"|"In Progress"|"10722"|"Finalizados hasta implementación F4"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Sebastián Alfonso Aguilar"|"2024-06-24T11:31:44.210-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"Datos errados"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Sebastián Alfonso Aguilar"|"2024-06-24T11:31:40.051-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Consultor BM"|"2024-06-11T16:02:40.937-0500"|"custom"|"Tipo de Soporte"|""|""|"10573"|"SOPORTE BMIND"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:39:55.378-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Automation for Jira"|"2024-05-24T11:39:53.819-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:39:52.570-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:14:35.356-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:14:33.926-0500"|"jira"|"description"|""|""|""|"Podemos evidenciar que en la tabla *FCT_PROYECTO_INVESTIGACION* en la columna *STR_ID_HASH_INV_PROYECTOS* se están duplicando valores como se muestra a continuación;

!image-20240524-161429.png|width=41.66666666666667%,alt=""image-20240524-161429.png""!"
"PAFI3-429"|"PROFESOR_360 - Podemos evidenciar que en la tabla FCT_PROYECTO_INVESTIGACION en la columna STR_ID_HASH_INV_PROYECTOS se están duplicando valores "|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:14:10.573-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Sebastián Alfonso Aguilar"|"2024-09-02T11:56:03.192-0500"|"custom"|"Tipología de casos"|""|""|"10619"|"REQUERIMIENTO"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:34:36.695-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|"10613"|"DDP - PROFESORES_360"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"jeison.guarin"|"2024-08-01T10:30:31.069-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T12:34:29.533-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T12:34:29.533-0500"|"jira"|"status"|"10394"|"In Progress"|"10722"|"Finalizados hasta implementación F4"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T11:33:54.209-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"Datos errados"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T11:33:52.879-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:39:50.755-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Automation for Jira"|"2024-05-24T11:39:50.110-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:39:48.919-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:13:47.983-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:13:47.075-0500"|"jira"|"description"|""|""|""|"En la tabla *DIM_CENTRO_COSTO* que se relaciona por medio de la columna *NUM_DIM_CENTRO_COSTO_SK* a la tabla *DIM_PROYECTO*, se puede evidenciare que en la columna *STR_NOM_CENTRO_COSTO* de la tabla *DIM_CENTRO_COSTO* tenemos valores repetidos, lo único que cambia es el *NUM_DIM_CENTRO_COSTO_SK* pero teniendo la misa descripción, como se muestra a continuación

!image-20240524-161313.png|width=33.33333333333333%,alt=""image-20240524-161313.png""!

Cuando buscamos por *STR_NOM_CENTRO_COSTO* y filtramos por *‘-SIN INFORMACIÓN’* podemos evidencia que tenemos que lo único que cambia es *NUM_DIM_CENTRO_COSTO_SK* y *STR_COD_CENTRO_COSTO_NK,* como se muestra a contención y pasa lo mismo cuando se repiten los valores en *STR_NOM_CENTRO_COSTO*

!image-20240524-161332.png|width=41.66666666666667%,alt=""image-20240524-161332.png""!"
"PAFI3-428"|"PROFESOR_360 - En la tabla DIM_CENTRO_COSTO que se relaciona por medio de la columna NUM_DIM_CENTRO_COSTO_SK a la tabla DIM_PROYECTO tenemos valores repetidos"|"Colaborador Desarrollo Profesoral"|"2024-05-24T11:12:53.744-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"Sebastián Alfonso Aguilar"|"2024-09-02T11:42:42.848-0500"|"custom"|"Tipología de casos"|""|""|"10619"|"REQUERIMIENTO"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:34:24.353-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|"10613"|"DDP - PROFESORES_360"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"jeison.guarin"|"2024-08-01T10:29:59.641-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T12:34:30.853-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T12:34:30.853-0500"|"jira"|"status"|"10394"|"In Progress"|"10722"|"Finalizados hasta implementación F4"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T11:33:37.159-0500"|"custom"|"Tipo de incidencia"|""|""|"10591"|"Estructural"
"PAFI3-427"|"PROFESOR_360 -  Dentro de la tabla DIM_PROYECTO tenemos mucho TITULOS repetidos"|"Sebastián Alfonso Aguilar"|"2024-06-24T11:33:35.993-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
